bank8_pos,rod_worth
0.0,0.0
0.5714285714285714,0.0
1.1428571428571428,0.0
1.7142857142857142,0.0
2.2857142857142856,9.999989999187335e-07
2.8571428571428568,9.999989999187335e-07
3.4285714285714284,9.999989999187335e-07
4.0,9.999989999187335e-07
4.571428571428571,1.999996000065511e-06
5.142857142857142,1.999996000065511e-06
5.7142857142857135,1.999996000065511e-06
6.285714285714286,1.999996000065511e-06
6.857142857142857,2.9999910000022447e-06
7.428571428571428,2.9999910000022447e-06
8.0,3.9999839999569786e-06
8.571428571428571,3.9999839999569786e-06
9.142857142857142,4.999975000157755e-06
9.714285714285714,5.9999640001664886e-06
10.285714285714285,5.9999640001664886e-06
10.857142857142856,6.999951000433263e-06
11.428571428571427,7.999936000519996e-06
12.0,7.999936000519996e-06
12.571428571428571,8.99991900065473e-06
13.142857142857142,9.9999000010655e-06
13.714285714285714,1.0999879001314231e-05
14.285714285714285,1.1999856001628961e-05
14.857142857142856,1.2999831002237727e-05
15.428571428571427,1.3999804002702452e-05
16.0,1.4999775003473214e-05
16.57142857142857,1.6999711004846654e-05
17.142857142857142,1.7999676005905406e-05
17.71428571428571,1.9999600007908822e-05
18.285714285714285,2.0999559009309562e-05
18.857142857142858,2.2999471012272985e-05
19.428571428571427,2.4999375015566346e-05
20.0,2.6999271019681717e-05
20.57142857142857,2.899915902444505e-05
21.142857142857142,2.999910002697368e-05
21.71428571428571,3.199897603279895e-05
22.285714285714285,3.4998775042880744e-05
22.857142857142854,3.699863105071588e-05
23.428571428571427,3.899847905921692e-05
24.0,4.099831906887592e-05
24.57142857142857,4.399806408511324e-05
25.142857142857142,4.6997791103726355e-05
25.71428571428571,4.899759911760898e-05
26.285714285714285,5.199729614054168e-05
26.857142857142854,5.499697516628209e-05
27.428571428571427,5.8996519205398126e-05
28.0,6.199615623831972e-05
28.57142857142857,6.49957752745889e-05
29.142857142857142,6.899523932858309e-05
29.71428571428571,7.299467138897835e-05
30.285714285714285,7.799391647453748e-05
30.857142857142854,8.199327655123828e-05
31.428571428571427,8.699243165839395e-05
32.0,9.199153677859735e-05
32.57142857142857,9.799039694103126e-05
33.14285714285714,0.00010398918512485102
33.714285714285715,0.00010998790133090809
34.285714285714285,0.00011698631260134838
34.857142857142854,0.0001239846259064006
35.42857142857142,0.00012998310219667792
36.0,0.00013498177746003914
36.57142857142857,0.00013998040274364488
37.14285714285714,0.00014497897804824475
37.714285714285715,0.00015097720244244343
38.285714285714285,0.00015597566779586882
38.857142857142854,0.00016197376025083485
39.42857142857142,0.00016797178074078154
40.0,0.00017396972926700402
40.57142857142857,0.00018096724492865465
41.14285714285714,0.0001879646626435
41.714285714285715,0.00019596159152814545
42.285714285714285,0.0002029587993636824
42.857142857142854,0.00021095548839191052
43.42857142857142,0.0002199516106457669
44.0,0.0002289475710062743
44.57142857142857,0.00023894289264875717
45.14285714285714,0.0002489380144343496
45.71428571428571,0.0002599324175713584
46.285714285714285,0.0002709265788970291
46.857142857142854,0.00028391936689975146
47.42857142857142,0.0002969118171902862
48.0,0.00031090330907082917
48.57142857142857,0.00032589375863473354
49.14285714285714,0.00034188307598807653
49.71428571428571,0.00035887116525167283
50.285714285714285,0.00037785716998973333
50.857142857142854,0.00039884086249590236
51.42857142857142,0.00042082283358706456
52.0,0.00044480206308195725
52.57142857142857,0.00047077826343803087
53.14285714285714,0.0004997501249374762
53.71428571428571,0.0005327160623386682
54.285714285714285,0.0005536932539372622
54.857142857142854,0.0005656798252189925
55.42857142857142,0.0005796637949989255
56.0,0.0005926485594043389
56.57142857142857,0.0006076305606190855
57.14285714285714,0.0006226121126538568
57.71428571428571,0.0006375932155284093
58.285714285714285,0.0006545712558275052
58.857142857142854,0.0006715487192606627
59.42857142857142,0.0006895242282825645
60.0,0.0007084976751483904
60.57142857142857,0.0007284689461382449
61.14285714285714,0.0007504364222468388
61.71428571428571,0.0007724029325330647
62.285714285714285,0.0007963652968583406
62.857142857142854,0.0008213248709561744
63.42857142857142,0.0008472815052834795
64.0,0.0008752332956331242
64.57142857142857,0.0009051799070043274
65.14285714285714,0.0009371209805203772
65.71428571428571,0.0009710561334382709
66.28571428571428,0.0010069849591610636
66.85714285714285,0.0010459049375304258
67.42857142857143,0.0010878153690629861
68.0,0.001131717763773695
68.57142857142857,0.0011806045254509334
69.14285714285714,0.0012324791207649335
69.71428571428571,0.0012903328899063118
70.28571428571428,0.0013491772615197887
70.85714285714285,0.001414994952152801
71.42857142857143,0.0014867861753849253
72.0,0.0015655452250870772
72.57142857142857,0.0016512688014025244
73.14285714285714,0.0016971149046621091
73.71428571428571,0.001722029499114005
74.28571428571428,0.0017469428500123966
74.85714285714285,0.001771854957450607
75.42857142857143,0.001798758636936322
76.0,0.0018266572172923534
76.57142857142857,0.0018565468229093615
77.14285714285714,0.0018864346385331198
77.71428571428571,0.0019183130024093486
78.28571428571428,0.0019511854324794319
78.85714285714285,0.001985051732104862
79.42857142857143,0.0020209076619844253
80.0,0.0020587527929879917
80.57142857142857,0.002097590864003912
81.14285714285714,0.002139413098317132
81.71428571428571,0.002182227468526272
82.28571428571428,0.0022280248205755844
82.85714285714285,0.0022748134253901702
83.42857142857143,0.002325579075175848
84.0,0.002378330061134198
84.57142857142857,0.0024330657526294166
85.14285714285714,0.002491775544689256
85.71428571428571,0.002553463134375894
86.28571428571428,0.002619122185141835
86.85714285714285,0.002688751126961743
87.42857142857143,0.002762348295222174
88.0,0.0028399119308209837
88.57142857142857,0.0029254168270294876
89.14285714285714,0.003010907060676779
89.71428571428571,0.003105326906685653
90.28571428571428,0.003205690499354184
90.85714285714285,0.0033129876291209063
91.42857142857142,0.003428206968030086
92.0,0.003478855316091436
92.57142857142857,0.003504674061326308
93.14285714285714,0.003531484419218282
93.71428571428571,0.0035582933345024827
94.28571428571428,0.00358708648864094
94.85714285714285,0.003616870759144328
95.42857142857142,0.00364665324910826
96.0,0.003678419276032915
96.57142857142857,0.003711175869884658
97.14285714285714,0.0037459153582529545
97.71428571428571,0.0037806524240507206
98.28571428571428,0.003817371831143117
98.85714285714285,0.003856073140871644
99.42857142857142,0.003896755890954502
100.0,0.003938427457831746
100.57142857142857,0.003981087592891242
101.14285714285714,0.004026719971156632
101.71428571428571,0.004073340039239438
102.28571428571428,0.0041229310653893205
102.85714285714285,0.004175492161367278
103.42857142857142,0.004230030829038275
104.0,0.004286546417671925
104.57142857142857,0.0043470209067213465
105.14285714285714,0.004410461654868865
105.71428571428571,0.004476867526732258
106.28571428571428,0.004546237334095175
106.85714285714285,0.004620551400399381
107.42857142857142,0.004700798130430011
108.0,0.0047820223824522655
108.57142857142857,0.00487016541048106
109.14285714285714,0.004963243342209054
109.71428571428571,0.005063233206213479
110.28571428571428,0.0051691411426229095
110.85714285714285,0.005206747881587731
111.42857142857142,0.005227529333353238
112.0,0.005249299446819112
112.57142857142857,0.0052710686074490705
113.14285714285714,0.0052948156960498935
113.71428571428571,0.005318561650852881
114.28571428571428,0.005342306471939229
114.85714285714285,0.0053680287488425925
115.42857142857142,0.00539473893601117
116.0,0.005421447688649267
116.57142857142857,0.005450133269682072
117.14285714285714,0.005479806267466166
117.71428571428571,0.005511455513543876
118.28571428571428,0.005543102745297679
118.85714285714285,0.005576725722150238
119.42857142857142,0.005612324043100722
120.0,0.005648908550524517
120.57142857142857,0.005687467684842648
121.14285714285714,0.005727012408526873
121.71428571428571,0.005769519478466462
122.28571428571428,0.005806092420265715
122.85714285714285,0.005851557731194248
123.42857142857142,0.005899983597349752
124.0,0.005951369152881662
124.57142857142857,0.006005713479159023
125.14285714285714,0.00606202769309986
125.71428571428571,0.006122286713842673
126.28571428571428,0.0061874767696323335
126.85714285714285,0.006253645806937049
127.42857142857142,0.006325730400271962
128.0,0.006401753502185396
128.57142857142856,0.00648270038002026
129.14285714285714,0.0065695555292848195
129.7142857142857,0.006594227517737183
130.28571428571428,0.00661001694723305
130.85714285714286,0.006625805874814939
131.42857142857142,0.006642581060448887
132.0,0.006660342404179935
132.57142857142856,0.006678103112772863
133.14285714285714,0.006696849838389603
133.7142857142857,0.006715595856414796
134.28571428571428,0.006735327742577508
134.85714285714286,0.006756045379329774
135.42857142857142,0.0067787351327192715
136.0,0.006800437405087414
136.57142857142856,0.006824111529679642
137.14285714285714,0.00684877087603885
137.7142857142857,0.0068744152973120995
138.28571428571428,0.0069010446407912355
138.85714285714286,0.006928658747915802
139.42857142857142,0.006957257454275414
140.0,0.006987826663767032
140.57142857142856,0.007020366012292999
141.14285714285714,0.007053889171326893
141.7142857142857,0.0070893818138490425
142.28571428571428,0.0071268435172332075
142.85714285714286,0.007165288115669244
143.42857142857142,0.007207672299108516
144.0,0.007251038415413795
144.57142857142856,0.007297357127753987
145.14285714285714,0.007348598326588315
145.7142857142857,0.007399834235772307
146.28571428571428,0.007455990598623107
146.85714285714286,0.0075150956953943865
147.42857142857142,0.007579118273743317
148.0,0.007647071665743769
148.57142857142856,0.007661842910885144
149.14285714285714,0.007672674877844577
149.7142857142857,0.007684491299377593
150.28571428571428,0.007697292105140439
150.85714285714286,0.007710092580648416
151.42857142857142,0.007722892725914304
152.0,0.007736677128429687
152.57142857142856,0.007750461147973194
153.14285714285714,0.007765229315377962
153.7142857142857,0.007779997043184378
154.28571428571428,0.007795748801665318
154.85714285714286,0.007812484497070008
155.42857142857142,0.007830204029796853
156.0,0.007847922929626735
156.57142857142856,0.007866625526202813
157.14285714285714,0.007886311708231253
157.7142857142857,0.007906981358572212
158.28571428571428,0.007928634354240906
158.85714285714286,0.007951270566410326
159.42857142857142,0.007974889860412055
160.0,0.008000476159771432
160.57142857142856,0.008026061139321817
161.14285714285714,0.008054596674998915
161.7142857142857,0.008084114467093291
162.28571428571428,0.008115598175726121
162.85714285714286,0.008148063657057357
163.42857142857142,0.00818347812201526
164.0,0.008220857313726512
164.57142857142856,0.008259217238834875
165.14285714285714,0.008301508075896576
165.7142857142857,0.008346745443601106
166.28571428571428,0.008395911814665232
166.85714285714286,0.008447039669059228
167.42857142857142,0.00845490502485303
168.0,0.008462770255866142
168.57142857142856,0.008471618491607808
169.14285714285714,0.008479483457471597
169.7142857142857,0.00848833139492806
170.28571428571428,0.008497179174474718
170.85714285714286,0.008507009855440353
171.42857142857142,0.008516840341466896
172.0,0.008526670632559926
172.57142857142856,0.008537483727621377
173.14285714285714,0.00854927956233404
173.7142857142857,0.008560092164253862
174.28571428571428,0.008572870389739988
174.85714285714286,0.008584665382453309
175.42857142857142,0.0085984258525805
176.0,0.008612185940732745
176.57142857142856,0.008625945646926165
177.14285714285714,0.008641670557748194
177.7142857142857,0.008657394969729454
178.28571428571428,0.00867410161090462
178.85714285714286,0.008691790381931333
179.42857142857142,0.008710461177632245
180.0,0.008730113886997225
180.57142857142856,0.00875074839318502
181.14285714285714,0.008772364573524333
181.7142857142857,0.008795944785969356
182.28571428571428,0.008820506314308954
182.85714285714283,0.008848013780977125
183.42857142857142,0.008875519720899392
184.0,0.008904988676739516
184.57142857142856,0.008937402504216943
185.14285714285714,0.00897177848933602
185.7142857142857,0.009006152089807812
186.28571428571428,0.00901106240951034
186.85714285714283,0.009015972680552384
187.42857142857142,0.009020882902934669
188.0,0.009025793076657697
188.57142857142856,0.00903070320172263
189.14285714285714,0.009036595287572722
189.7142857142857,0.009042487303356918
190.28571428571428,0.009047397262988992
190.85714285714283,0.009054271124733263
191.42857142857142,0.009060162930327914
192.0,0.009067036614972988
192.57142857142856,0.009073910204259674
193.14285714285714,0.009080783698189739
193.7142857142857,0.009088639003063857
194.28571428571428,0.009096494183396387
194.85714285714283,0.009104349239190294
195.42857142857142,0.00911318602809947
196.0,0.009122022659397632
196.57142857142856,0.009130859133088563
197.14285714285714,0.009140677252347136
197.7142857142857,0.009151476958808467
198.28571428571428,0.009162276429853154
198.85714285714283,0.009174057402510066
199.42857142857142,0.009185838095021088
200.0,0.009198600195782424
200.57142857142856,0.009212343628938162
201.14285714285714,0.009226086680828116
201.7142857142857,0.009241792559009561
202.28571428571428,0.00925847950898844
202.85714285714283,0.009275165896873562
203.42857142857142,0.009293814724073549
204.0,0.009313444310041295
204.57142857142856,0.009332091696221578
205.14285714285714,0.009336017372283697
205.7142857142857,0.009338961608912852
206.28571428571428,0.00934288723052885
206.85714285714283,0.00934681282103363
207.42857142857142,0.009350738380427125
208.0,0.00935466390871014
208.57142857142856,0.009359570775314728
209.14285714285714,0.00936447759331037
209.7142857142857,0.009369384362697573
210.28571428571428,0.009375272421800002
210.85714285714283,0.009381160410908782
211.42857142857142,0.00938802964307256
212.0,0.009394898779970804
212.57142857142856,0.009401767821605064
213.14285714285714,0.009403730387432082
213.7142857142857,0.009404711667429318
214.28571428571428,0.009406674221591714
214.85714285714283,0.009408636767977754
215.42857142857142,0.009410599306587481
216.0,0.009412561837420728
216.57142857142856,0.009414524360477974
217.14285714285714,0.009416486875759049
217.7142857142857,0.009418449383263998
218.28571428571428,0.009421393129941176
218.85714285714283,0.009424336859122332
219.42857142857142,0.009427280570807621
220.0,0.0094302242649972
220.57142857142856,0.009433167941691223
221.14285714285714,0.009434149163368169
221.7142857142857,0.009434149163368169
222.28571428571428,0.009434149163368169
222.85714285714283,0.00943513038310097
223.42857142857142,0.009436111600889847
224.0,0.009436111600889847
224.57142857142856,0.009437092816735028
225.14285714285714,0.00943807403063608
225.7142857142857,0.00943807403063608
226.28571428571428,0.00943807403063608
226.85714285714283,0.00943807403063608
227.42857142857142,0.00943807403063608
228.0,0.00943807403063608
